Marka,Model,Depolama,RAM,Yaş,Fiyat
OnePlus,9 Pro,128,12,1,20829.1
OnePlus,8T,64,4,3,12234.86
Xiaomi,Mi 11,128,6,5,12595.09
Oppo,A15,64,6,1,11207.24
Huawei,P30,64,4,1,11875.79
Xiaomi,Mi 11,256,4,2,23712.76
Xiaomi,Mi 11,128,4,2,15943.01
Oppo,Reno 5,128,4,2,11743.68
OnePlus,Nord,64,6,0,13849.22
OnePlus,8T,64,8,0,17091.66
Huawei,P40,256,4,1,25450.67
OnePlus,Nord,256,4,3,26834.27
Oppo,Reno 5,128,4,3,13619.16
Xiaomi,Mi 11,64,12,3,10969.64
Samsung,Galaxy S10,64,6,0,17701.01
Xiaomi,Redmi Note 8,128,8,2,15202.43
Apple,iPhone 11,128,8,1,23598.22
Huawei,P40,256,4,5,22971.6
Huawei,Mate 40,128,12,3,14441.92
Xiaomi,Redmi Note 8,64,6,5,7535.57
Huawei,P40,64,4,2,9867.35
Oppo,Find X3,64,12,0,12810.55
Apple,iPhone 11,128,8,5,18171.0
OnePlus,8T,256,4,2,24866.42
Oppo,Find X3,128,12,5,10754.16
Huawei,P40,256,6,2,21860.63
Xiaomi,Mi 11,64,6,2,11394.42
Oppo,Reno 5,256,6,3,23412.86
Oppo,A15,128,4,1,12747.55
Huawei,P40,64,12,0,12467.65
Huawei,P30,128,4,2,14276.18
OnePlus,9 Pro,128,8,2,16106.12
Huawei,Mate 40,256,4,2,22049.3
Oppo,A15,128,6,0,15620.91
Samsung,Galaxy S21,128,12,5,16589.76
Samsung,Galaxy S21,256,8,5,23367.1
Huawei,Mate 40,128,4,1,18012.2
Huawei,P30,256,12,4,21381.37
OnePlus,Nord,128,8,3,13758.08
Samsung,Galaxy S21,64,12,1,14704.12
Samsung,Galaxy S21,256,6,0,30673.78
Huawei,P30,64,12,2,10347.53
Xiaomi,Redmi Note 9,128,8,5,11406.31
OnePlus,8T,256,6,3,26172.54
Apple,iPhone 12,128,6,2,22491.08
Xiaomi,Redmi Note 8,128,8,2,14930.16
OnePlus,9 Pro,64,6,4,10193.69
Oppo,Find X3,64,6,2,10604.17
Apple,iPhone 10,256,6,5,21531.57
Apple,iPhone 10,64,4,3,16076.12
Xiaomi,Mi 11,128,8,2,15320.88
Apple,iPhone 10,256,8,2,31825.09
Oppo,A15,128,6,2,12878.92
Xiaomi,Redmi Note 9,128,6,0,17687.47
Huawei,P30,128,8,0,15692.22
Oppo,Reno 5,256,8,4,22754.1
Oppo,Find X3,256,6,2,19114.38
OnePlus,8T,64,6,0,15693.68
OnePlus,9 Pro,64,8,0,18433.28
Samsung,Galaxy S21,256,4,0,28348.4
Samsung,Galaxy S21,64,4,4,12176.02
OnePlus,9 Pro,128,12,0,19551.24
Huawei,Mate 40,128,8,5,11997.31
Oppo,Reno 5,128,8,2,15875.21
Huawei,Mate 40,256,4,3,22893.31
OnePlus,Nord,64,12,3,13753.3
Oppo,A15,64,8,0,12283.53
Oppo,A15,64,4,3,8918.53
Oppo,A15,64,8,2,9478.76
Xiaomi,Mi 11,256,4,0,26426.32
Oppo,Find X3,64,8,2,11129.79
OnePlus,8T,128,8,5,14374.42
Oppo,Reno 5,64,12,0,11457.42
Apple,iPhone 12,64,12,0,19247.88
Oppo,A15,64,8,1,10052.22
OnePlus,9 Pro,128,6,4,14594.4
Apple,iPhone 12,256,12,4,23677.33
Samsung,Galaxy S10,256,12,4,23870.62
OnePlus,Nord,64,12,5,10574.37
Huawei,P30,64,12,1,11507.16
Apple,iPhone 12,256,4,4,26120.23
Samsung,Galaxy S20,128,6,5,15461.58
Xiaomi,Redmi Note 8,64,4,2,10856.02
Apple,iPhone 10,64,4,4,15181.99
Xiaomi,Redmi Note 8,64,6,3,9772.61
Xiaomi,Mi 11,64,4,5,8144.65
Oppo,Find X3,256,12,0,24233.06
Huawei,P30,128,8,2,14536.89
OnePlus,Nord,64,6,3,11498.42
Huawei,P40,64,12,3,11162.36
Samsung,Galaxy S20,128,6,2,19452.11
Huawei,Mate 40,128,6,1,17669.41
Xiaomi,Mi 11,128,6,4,12858.43
Oppo,A15,256,12,1,20507.92
OnePlus,9 Pro,256,6,5,22621.42
Apple,iPhone 12,64,8,3,13701.26
Huawei,Mate 40,256,8,3,24975.36
Xiaomi,Redmi Note 8,256,6,5,21860.74
Huawei,P40,64,6,0,15525.22
Huawei,P30,64,4,3,9224.2
Xiaomi,Redmi Note 8,64,4,0,13637.9
OnePlus,8T,64,12,0,17725.02
Huawei,P40,64,12,2,11760.72
OnePlus,Nord,256,8,2,27915.95
Oppo,Find X3,256,8,1,26533.09
Huawei,Mate 40,128,12,2,16935.24
Samsung,Galaxy S20,256,8,3,23029.83
OnePlus,8T,64,4,5,9801.45
Huawei,P30,64,4,0,13274.93
Oppo,Reno 5,64,12,0,11824.57
Oppo,Find X3,64,4,1,11174.4
Apple,iPhone 10,64,8,4,11935.25
OnePlus,8T,256,4,2,21713.31
Samsung,Galaxy S20,128,6,4,18305.37
Apple,iPhone 10,256,4,1,31098.64
Samsung,Galaxy S21,128,6,3,16484.14
Xiaomi,Mi 11,256,12,0,25664.31
Oppo,A15,64,8,5,5546.06
OnePlus,9 Pro,128,4,1,19424.11
Samsung,Galaxy S21,128,4,4,14280.22
Apple,iPhone 11,64,12,1,17147.9
Huawei,P40,64,4,1,11953.61
Oppo,Reno 5,64,12,1,10264.64
Samsung,Galaxy S10,256,6,2,26216.98
Samsung,Galaxy S21,128,6,1,20962.1
Oppo,A15,128,6,2,14950.58
Xiaomi,Mi 11,128,8,3,13001.06
Samsung,Galaxy S21,128,4,1,19140.91
Apple,iPhone 11,256,8,3,27127.51
Apple,iPhone 12,256,8,4,29481.89
Huawei,Mate 40,128,4,0,17451.99
Xiaomi,Mi 11,64,12,3,9902.08
Samsung,Galaxy S20,64,4,4,12899.38
Xiaomi,Mi 11,256,4,0,23940.18
Oppo,Find X3,256,12,2,25136.81
Xiaomi,Redmi Note 8,64,4,2,10714.44
Xiaomi,Redmi Note 9,256,6,0,24548.93
Samsung,Galaxy S21,64,12,5,13638.55
Xiaomi,Redmi Note 9,64,4,5,6986.04
Samsung,Galaxy S20,128,4,1,21496.64
Samsung,Galaxy S10,128,12,5,15968.27
Apple,iPhone 11,256,4,2,29754.97
Apple,iPhone 10,128,12,3,17044.35
Xiaomi,Redmi Note 9,128,6,3,13687.59
Oppo,Find X3,64,4,4,7975.78
Apple,iPhone 12,128,4,1,20706.16
Huawei,P40,256,4,2,23017.55
Samsung,Galaxy S21,256,6,2,26473.04
Samsung,Galaxy S21,128,4,1,17535.75
OnePlus,9 Pro,128,12,5,14851.3
Apple,iPhone 11,256,12,2,30294.25
Samsung,Galaxy S21,128,4,5,16373.66
Oppo,Reno 5,256,12,4,23106.46
OnePlus,9 Pro,256,6,2,28265.87
Samsung,Galaxy S10,128,4,3,17406.27
Apple,iPhone 11,128,12,4,19388.7
Apple,iPhone 12,256,6,4,27098.11
Samsung,Galaxy S20,128,6,5,14801.84
Samsung,Galaxy S20,128,4,1,16837.59
Huawei,Mate 40,256,6,5,20672.36
Samsung,Galaxy S21,128,4,0,18455.49
Huawei,P30,64,6,3,9067.85
Xiaomi,Mi 11,256,4,5,19049.18
Xiaomi,Redmi Note 8,128,6,1,15379.14
OnePlus,8T,128,4,5,14215.15
OnePlus,9 Pro,64,8,3,12099.56
OnePlus,8T,64,8,3,11370.52
Xiaomi,Mi 11,128,12,2,15804.17
OnePlus,Nord,128,6,2,17878.46
Oppo,Reno 5,256,4,3,19250.7
Xiaomi,Redmi Note 8,64,6,2,9612.6
Oppo,Reno 5,64,4,1,9482.75
Huawei,P40,64,4,2,12510.62
Huawei,P30,256,6,0,22834.14
Apple,iPhone 12,64,4,0,16422.9
Xiaomi,Mi 11,256,12,0,28413.5
Oppo,Reno 5,64,6,3,8931.25
Apple,iPhone 11,64,6,4,15718.52
Xiaomi,Redmi Note 8,64,6,5,7546.24
OnePlus,8T,256,4,0,30910.73
Oppo,Find X3,128,6,1,15260.43
OnePlus,8T,128,6,0,20392.69
Xiaomi,Mi 11,256,8,4,20078.85
Apple,iPhone 10,64,4,2,15517.53
Oppo,A15,64,12,2,10651.28
OnePlus,9 Pro,64,12,5,12241.63
Samsung,Galaxy S10,128,12,5,17376.97
Xiaomi,Redmi Note 9,256,12,4,23774.46
Oppo,Find X3,256,12,5,17214.83
Huawei,P30,256,8,2,25265.86
Apple,iPhone 10,256,8,1,30257.47
Apple,iPhone 10,128,6,4,18868.12
OnePlus,9 Pro,256,8,5,21149.38
Huawei,P40,256,4,1,25593.38
Xiaomi,Redmi Note 9,256,6,3,23651.34
Xiaomi,Redmi Note 8,128,8,4,13919.48
Huawei,Mate 40,64,4,5,7348.52
Samsung,Galaxy S21,256,4,3,25025.68
Huawei,P30,64,6,0,14905.53
Apple,iPhone 12,64,8,5,15189.07
Samsung,Galaxy S10,128,8,1,18745.72
Apple,iPhone 11,256,4,5,23424.04
OnePlus,8T,128,12,4,17580.77
Oppo,Reno 5,256,12,0,28003.31
Oppo,A15,256,8,2,19278.87
Huawei,P40,256,6,0,28187.57
Samsung,Galaxy S10,256,4,0,25268.69
Apple,iPhone 10,256,4,0,30470.29
OnePlus,8T,256,8,4,24558.11
Huawei,P40,64,4,0,14130.4
Samsung,Galaxy S21,64,8,2,16296.93
Xiaomi,Redmi Note 9,64,6,0,12976.38
OnePlus,9 Pro,128,8,1,20013.39
Huawei,Mate 40,128,6,2,16894.21
Apple,iPhone 11,256,6,5,27593.86
OnePlus,8T,256,8,5,23155.87
Xiaomi,Mi 11,128,4,1,15428.38
Oppo,A15,64,4,4,7147.37
Oppo,Reno 5,256,4,2,20204.34
Apple,iPhone 12,128,8,1,23037.43
Xiaomi,Redmi Note 8,128,6,4,12400.22
Oppo,A15,128,8,4,12369.78
Xiaomi,Mi 11,64,8,3,9281.3
Xiaomi,Redmi Note 9,128,12,0,16648.59
OnePlus,Nord,128,6,4,14974.95
OnePlus,8T,64,12,1,16738.85
Oppo,Reno 5,64,4,3,7753.23
Apple,iPhone 11,128,6,2,21803.61
Xiaomi,Redmi Note 9,256,6,4,19829.54
Oppo,Reno 5,256,8,4,20392.27
Apple,iPhone 12,256,4,0,31516.62
Oppo,Find X3,256,8,3,20558.42
Oppo,A15,256,4,0,24519.38
Apple,iPhone 12,128,6,2,20735.76
Samsung,Galaxy S20,64,8,1,15867.61
Huawei,P30,64,8,0,14980.83
Apple,iPhone 11,64,8,4,14831.82
Oppo,Find X3,256,6,4,22595.53
Huawei,P40,64,8,0,15358.53
OnePlus,8T,128,6,1,19908.44
OnePlus,9 Pro,64,4,1,15910.76
Huawei,P30,64,6,2,10558.09
OnePlus,9 Pro,256,8,3,24192.5
Huawei,P30,128,6,3,14508.53
Huawei,Mate 40,64,12,1,11946.08
Apple,iPhone 11,64,12,5,15582.64
OnePlus,9 Pro,64,12,3,13842.08
Huawei,P30,64,6,4,8378.37
Samsung,Galaxy S21,128,8,2,18482.51
OnePlus,8T,256,8,3,27566.35
OnePlus,Nord,256,4,1,28445.82
OnePlus,Nord,64,8,5,11141.67
Xiaomi,Redmi Note 9,64,6,4,7343.01
Xiaomi,Mi 11,128,8,5,11606.94
Apple,iPhone 10,256,6,0,32166.55
Samsung,Galaxy S10,128,6,1,15991.66
Xiaomi,Redmi Note 8,64,12,4,8207.47
Oppo,Find X3,64,4,5,7097.11
Oppo,A15,128,12,2,12645.98
OnePlus,8T,128,6,5,15825.1
Xiaomi,Mi 11,256,8,1,25951.44
Oppo,A15,256,12,1,26421.32
Apple,iPhone 11,256,8,2,31479.57
Xiaomi,Mi 11,128,4,4,11343.91
Xiaomi,Redmi Note 9,64,6,1,12811.58
Samsung,Galaxy S21,128,4,0,19400.07
Samsung,Galaxy S10,256,6,2,22182.83
Apple,iPhone 10,256,4,5,26953.65
OnePlus,8T,256,6,5,19842.91
Huawei,Mate 40,128,8,4,13919.38
Xiaomi,Mi 11,256,12,1,23833.29
Samsung,Galaxy S20,64,6,4,12340.87
OnePlus,8T,128,12,5,13572.72
Xiaomi,Mi 11,256,8,1,24893.23
Xiaomi,Redmi Note 8,256,4,2,23383.6
Xiaomi,Redmi Note 9,128,12,0,18938.45
Oppo,A15,128,6,3,12874.1
Oppo,Reno 5,256,12,1,24204.89
Samsung,Galaxy S20,128,12,3,15515.51
Oppo,Find X3,64,12,1,13193.46
Xiaomi,Mi 11,128,8,5,10911.34
OnePlus,Nord,128,6,4,15197.16
Xiaomi,Redmi Note 9,256,12,4,19376.83
Samsung,Galaxy S20,256,4,5,24653.14
Oppo,Find X3,128,8,2,15092.26
Xiaomi,Redmi Note 8,64,4,1,9696.09
Huawei,P30,64,8,3,9146.56
Samsung,Galaxy S20,256,6,4,26363.24
Oppo,Find X3,256,8,4,21717.39
Xiaomi,Redmi Note 9,128,12,2,13408.59
Samsung,Galaxy S21,64,4,3,13139.91
Samsung,Galaxy S20,256,4,3,27066.34
Samsung,Galaxy S21,256,12,0,30159.57
Oppo,A15,128,12,2,12655.93
Samsung,Galaxy S21,128,6,4,14366.09
Xiaomi,Redmi Note 9,128,12,2,15300.39
Xiaomi,Mi 11,64,6,4,10027.38
Apple,iPhone 12,128,6,3,20821.68
Oppo,Reno 5,128,12,0,15664.83
Samsung,Galaxy S10,64,4,0,17504.53
Xiaomi,Mi 11,256,12,3,21384.81
Apple,iPhone 11,128,6,1,20890.48
Huawei,P40,256,4,4,18550.77
Apple,iPhone 12,256,12,1,33274.94
OnePlus,8T,128,12,5,16178.26
Xiaomi,Redmi Note 9,64,12,3,8728.74
Huawei,P40,256,4,3,23662.64
Huawei,P30,256,6,3,22763.09
Apple,iPhone 11,128,4,4,18291.48
Samsung,Galaxy S21,256,12,3,25064.15
OnePlus,8T,128,8,3,16809.52
Samsung,Galaxy S20,256,12,0,28453.67
OnePlus,9 Pro,64,4,3,12002.35
Samsung,Galaxy S10,128,4,4,16787.87
OnePlus,8T,64,12,2,15141.41
Xiaomi,Redmi Note 9,128,6,0,15558.87
OnePlus,8T,256,6,4,20118.84
Samsung,Galaxy S20,64,6,2,15810.51
Oppo,Reno 5,128,4,4,12416.58
Xiaomi,Redmi Note 9,128,6,1,14508.53
Samsung,Galaxy S20,64,12,1,17315.29
Apple,iPhone 11,128,4,4,19945.39
Xiaomi,Mi 11,128,8,3,14973.43
Apple,iPhone 12,64,4,1,18439.34
Oppo,Reno 5,256,12,4,19916.0
Huawei,Mate 40,128,12,0,21049.83
Samsung,Galaxy S10,64,8,1,14880.57
Xiaomi,Mi 11,256,8,0,28146.77
Apple,iPhone 10,128,8,5,18122.67
Apple,iPhone 10,64,6,1,16779.57
Apple,iPhone 11,128,4,3,20653.23
Huawei,P40,64,4,0,15006.92
Oppo,A15,128,12,3,14651.07
Oppo,Find X3,64,4,1,11167.85
Xiaomi,Redmi Note 8,64,6,4,7283.19
Xiaomi,Mi 11,128,6,2,16480.71
OnePlus,9 Pro,64,12,2,15639.62
Xiaomi,Redmi Note 8,64,12,5,8139.63
Samsung,Galaxy S20,128,4,0,22039.96
Huawei,P30,64,8,5,9093.81
Huawei,P40,128,4,1,18187.97
Oppo,Reno 5,256,6,0,21544.32
Xiaomi,Mi 11,64,8,4,10123.47
Apple,iPhone 11,128,8,3,21016.91
Apple,iPhone 11,64,8,0,16920.8
OnePlus,8T,256,4,2,21825.04
Samsung,Galaxy S21,256,4,2,30169.94
Oppo,A15,128,6,2,13954.37
Samsung,Galaxy S20,256,4,3,27058.37
Oppo,Find X3,128,4,5,9857.18
Huawei,P40,64,6,3,10742.46
Samsung,Galaxy S10,128,8,1,20834.73
Xiaomi,Redmi Note 8,256,12,0,22239.84
Apple,iPhone 11,256,8,0,34017.63
Oppo,A15,128,4,2,13188.8
Huawei,P30,64,8,3,11072.76
Samsung,Galaxy S21,64,4,2,13235.04
Samsung,Galaxy S20,64,6,5,9811.86
OnePlus,Nord,64,12,3,12985.26
Xiaomi,Mi 11,64,12,5,9730.62
Huawei,P40,256,12,5,20761.56
Xiaomi,Redmi Note 9,64,6,1,11884.87
Huawei,Mate 40,64,6,4,11196.88
Samsung,Galaxy S10,128,6,5,14797.74
Huawei,P30,128,4,3,11993.13
Xiaomi,Mi 11,128,6,1,14698.9
Samsung,Galaxy S20,256,8,0,31482.16
OnePlus,9 Pro,256,6,4,20781.83
OnePlus,Nord,128,6,3,16688.56
Apple,iPhone 12,256,8,0,30124.37
Oppo,Find X3,256,6,2,24257.41
Huawei,P40,256,6,4,22107.93
Samsung,Galaxy S10,256,4,5,22334.0
Xiaomi,Redmi Note 8,64,4,0,11602.45
Huawei,P40,64,6,0,12965.96
OnePlus,9 Pro,64,4,0,14303.01
Apple,iPhone 11,256,4,0,27895.35
Oppo,Find X3,64,4,5,6703.61
Xiaomi,Redmi Note 8,128,4,0,15466.42
Oppo,Find X3,256,8,0,25894.34
Huawei,P30,256,8,0,24685.73
Oppo,Find X3,128,6,3,13569.63
OnePlus,Nord,128,12,2,17373.1
Huawei,P40,256,8,5,19126.81
Apple,iPhone 12,256,6,2,31158.33
Samsung,Galaxy S10,256,12,5,22745.08
Apple,iPhone 12,128,4,2,19467.33
Oppo,Reno 5,256,4,3,22274.96
Xiaomi,Redmi Note 9,256,8,2,20189.1
Apple,iPhone 12,64,6,1,16296.98
OnePlus,9 Pro,64,8,4,12966.19
OnePlus,8T,256,4,3,27530.58
Oppo,Find X3,256,12,2,23120.41
Xiaomi,Redmi Note 8,64,8,3,8281.72
OnePlus,9 Pro,256,8,2,25357.64
Oppo,Find X3,256,4,4,21169.53
OnePlus,Nord,256,12,1,25030.51
Huawei,Mate 40,128,6,3,15661.48
OnePlus,9 Pro,64,6,5,12019.0
Xiaomi,Redmi Note 9,256,4,3,18714.78
Huawei,P30,256,6,5,22844.33
OnePlus,Nord,256,12,4,21643.88
Xiaomi,Mi 11,64,6,4,7912.86
Oppo,A15,64,8,0,12207.4
Samsung,Galaxy S21,256,12,0,31229.82
Samsung,Galaxy S10,128,4,5,15735.92
Apple,iPhone 10,64,8,5,13342.32
Huawei,Mate 40,128,4,0,18558.64
Huawei,P40,64,12,4,11252.51
OnePlus,8T,64,12,4,12591.26
Oppo,A15,128,4,2,14384.59
OnePlus,9 Pro,128,4,2,16718.31
Apple,iPhone 12,256,8,1,33122.48
Xiaomi,Redmi Note 9,64,8,0,12486.34
Samsung,Galaxy S10,256,12,0,26694.47
OnePlus,8T,64,4,3,13004.01
OnePlus,Nord,256,8,0,27029.53
Xiaomi,Redmi Note 9,256,4,2,24038.26
Apple,iPhone 12,256,8,4,29985.87
Oppo,Reno 5,64,8,0,12195.4
OnePlus,9 Pro,256,4,4,24448.27
Xiaomi,Mi 11,256,4,4,21869.15
Samsung,Galaxy S20,256,6,2,23706.71
Apple,iPhone 11,64,4,3,14017.15
Apple,iPhone 12,64,6,2,14552.87
Samsung,Galaxy S20,256,6,0,28202.33
Samsung,Galaxy S10,256,6,5,19508.42
Oppo,A15,128,4,5,10937.82
OnePlus,Nord,256,8,4,21470.51
Oppo,Reno 5,256,12,2,23969.24
OnePlus,9 Pro,128,12,5,14482.99
Huawei,P30,256,4,0,22198.2
Xiaomi,Redmi Note 9,64,6,0,13628.62
Apple,iPhone 11,64,6,1,18641.13
Apple,iPhone 10,64,8,5,13537.03
Huawei,P40,256,12,2,23479.84
Oppo,A15,64,12,2,11413.04
Oppo,Find X3,64,6,1,10188.93
OnePlus,8T,256,8,4,22467.31
Samsung,Galaxy S21,256,6,1,29648.46
Samsung,Galaxy S20,64,6,1,16831.71
Apple,iPhone 11,256,4,1,26249.15
Xiaomi,Redmi Note 8,256,4,0,26316.27
OnePlus,8T,128,4,5,14717.51
Samsung,Galaxy S20,64,4,0,18152.94
Xiaomi,Mi 11,128,12,3,16101.35
Oppo,Reno 5,64,4,5,6570.67
Apple,iPhone 12,64,12,4,16247.08
OnePlus,Nord,256,12,5,21709.6
Xiaomi,Redmi Note 8,64,8,0,12562.62
Xiaomi,Redmi Note 9,128,12,3,15505.44
OnePlus,9 Pro,64,6,3,13306.88
Xiaomi,Mi 11,128,6,5,10660.01
Oppo,Find X3,64,8,3,8587.48
Oppo,A15,256,6,3,21003.01
Xiaomi,Redmi Note 8,256,12,0,28569.53
Oppo,A15,64,8,1,11885.24
Oppo,Reno 5,256,6,3,22602.76
Oppo,A15,128,6,4,11542.3
OnePlus,Nord,64,12,3,13266.95
Huawei,P40,128,6,3,14070.21
Huawei,Mate 40,128,12,1,18224.02
Huawei,P40,64,6,2,12999.56
Apple,iPhone 10,64,4,2,16118.42
Samsung,Galaxy S20,128,4,3,15805.35
Xiaomi,Mi 11,64,4,3,10072.56
Xiaomi,Redmi Note 8,128,4,2,13752.08
Oppo,Reno 5,256,12,5,21208.54
Apple,iPhone 10,128,8,4,20379.19
Samsung,Galaxy S20,256,4,2,26167.07
Apple,iPhone 12,128,8,4,19822.06
Oppo,Find X3,64,8,0,10783.92
Xiaomi,Redmi Note 8,64,12,2,9903.46
Huawei,P30,64,12,1,12253.78
Xiaomi,Mi 11,128,6,0,18308.95
Oppo,Find X3,64,8,0,12800.57
Xiaomi,Mi 11,128,8,4,14615.64
OnePlus,Nord,64,12,4,9811.58
Xiaomi,Redmi Note 8,128,4,0,16804.2
OnePlus,9 Pro,64,4,4,10338.6
Oppo,Reno 5,128,6,2,13369.2
Samsung,Galaxy S20,256,4,5,19902.24
OnePlus,9 Pro,256,4,5,25465.26
Xiaomi,Mi 11,128,6,5,12587.18
Samsung,Galaxy S20,128,4,2,19011.37
OnePlus,Nord,256,6,4,19740.25
Xiaomi,Mi 11,256,6,3,21623.59
OnePlus,Nord,128,6,1,19448.61
Apple,iPhone 12,128,12,4,21616.04
Apple,iPhone 11,128,4,5,17646.26
Huawei,P30,256,4,1,23770.84
Samsung,Galaxy S10,64,4,2,12694.98
Oppo,Reno 5,64,4,0,9991.68
Huawei,P30,64,12,5,7507.49
Huawei,P30,256,6,1,24335.71
Oppo,A15,128,4,3,13201.28
OnePlus,Nord,64,8,3,12497.54
OnePlus,8T,64,8,5,11346.44
OnePlus,Nord,64,12,5,9508.77
Oppo,Reno 5,256,8,1,23644.59
Oppo,Reno 5,128,6,2,12367.3
Samsung,Galaxy S10,64,8,4,10668.24
Xiaomi,Redmi Note 8,128,12,1,15258.46
Oppo,A15,64,8,1,9079.04
OnePlus,8T,128,12,5,14081.66
Huawei,Mate 40,128,8,2,17592.39
Apple,iPhone 12,128,12,4,16958.31
Huawei,P30,64,6,2,11232.36
Oppo,A15,128,6,2,13532.21
Oppo,Reno 5,256,4,0,24161.24
Apple,iPhone 10,128,4,1,21423.21
Samsung,Galaxy S20,256,12,5,25455.29
Xiaomi,Mi 11,128,12,2,14257.04
Huawei,P40,256,4,2,20745.74
OnePlus,9 Pro,64,6,5,11687.34
Apple,iPhone 11,64,12,5,11894.71
OnePlus,9 Pro,128,12,4,18034.66
Oppo,Find X3,128,6,5,11449.52
Samsung,Galaxy S10,128,8,5,14629.49
Samsung,Galaxy S10,256,6,1,25338.83
Xiaomi,Redmi Note 9,128,12,3,13778.92
Xiaomi,Mi 11,256,8,1,25854.88
Xiaomi,Mi 11,256,8,4,22408.78
Xiaomi,Redmi Note 8,128,12,5,12158.17
Huawei,P40,64,6,0,12819.14
Xiaomi,Mi 11,64,12,1,13387.38
OnePlus,8T,128,8,2,19854.95
Huawei,P30,256,8,1,23034.18
Huawei,P30,128,12,0,16145.79
Apple,iPhone 11,64,12,5,15691.32
Samsung,Galaxy S21,256,6,5,26510.9
Apple,iPhone 11,64,6,1,16771.53
Huawei,P40,128,12,3,13115.44
Oppo,Reno 5,128,8,1,15902.33
Oppo,A15,64,4,5,5857.15
Samsung,Galaxy S10,64,12,1,13720.04
Xiaomi,Redmi Note 8,128,4,4,12721.94
Xiaomi,Redmi Note 9,128,4,4,12394.5
Oppo,Reno 5,256,12,4,19341.29
Oppo,Find X3,64,4,2,10835.92
Huawei,Mate 40,256,12,3,25582.76
Oppo,Reno 5,256,6,0,24517.17
Oppo,Reno 5,64,4,5,6598.51
Apple,iPhone 12,64,6,1,17867.86
OnePlus,9 Pro,256,6,3,22319.81
Oppo,Reno 5,128,8,1,13640.59
Samsung,Galaxy S10,256,8,2,24076.42
Samsung,Galaxy S10,128,4,0,20992.25
Xiaomi,Redmi Note 9,256,12,5,18580.59
Samsung,Galaxy S10,64,4,3,12525.08
OnePlus,8T,64,6,3,13049.03
Oppo,A15,128,6,2,11525.51
Huawei,P40,64,12,3,10956.92
Oppo,A15,64,8,2,8344.65
Xiaomi,Mi 11,128,6,0,17741.64
OnePlus,Nord,256,12,1,24687.28
Xiaomi,Mi 11,256,4,0,26389.13
Huawei,Mate 40,256,12,5,19560.59
Xiaomi,Redmi Note 9,64,6,5,7343.21
Apple,iPhone 11,64,12,2,16133.17
Oppo,A15,256,8,3,21807.35
OnePlus,Nord,64,12,5,11705.16
Xiaomi,Mi 11,256,12,5,19444.95
Huawei,Mate 40,64,8,1,12518.11
Samsung,Galaxy S21,128,6,2,18810.68
Huawei,Mate 40,256,8,5,21412.25
Oppo,Reno 5,128,4,0,17110.35
Samsung,Galaxy S10,64,8,1,16571.54
Xiaomi,Redmi Note 9,256,8,1,23606.76
Apple,iPhone 12,64,12,5,15100.12
Xiaomi,Redmi Note 9,256,12,3,25381.01
OnePlus,9 Pro,128,8,5,13116.16
OnePlus,8T,64,6,5,9563.74
OnePlus,8T,128,6,0,17109.93
Oppo,A15,64,8,1,10321.04
OnePlus,9 Pro,256,4,0,27973.6
Samsung,Galaxy S20,256,4,3,25873.63
Apple,iPhone 11,256,8,4,27018.04
Apple,iPhone 12,256,12,3,30041.98
Huawei,P30,64,12,1,11226.43
Huawei,P40,256,12,3,20575.87
Xiaomi,Redmi Note 8,64,4,2,8540.8
Samsung,Galaxy S21,256,4,1,27084.33
Apple,iPhone 11,256,4,0,27979.65
Oppo,Find X3,128,12,0,15946.97
Samsung,Galaxy S20,256,12,4,27263.35
Oppo,Find X3,256,4,1,25717.37
Samsung,Galaxy S20,256,8,3,24794.28
OnePlus,8T,64,8,2,13034.43
OnePlus,8T,128,8,3,17687.0
Oppo,Reno 5,128,8,2,15674.54
Xiaomi,Mi 11,128,8,2,16345.03
Samsung,Galaxy S10,256,4,3,27542.74
Huawei,P40,128,8,4,14069.31
Apple,iPhone 11,64,8,0,20709.07
Samsung,Galaxy S20,256,12,5,25307.1
OnePlus,9 Pro,64,4,2,13255.34
Huawei,P40,64,4,0,14651.59
Oppo,A15,128,12,3,13488.0
OnePlus,9 Pro,256,4,5,23074.58
OnePlus,9 Pro,256,6,4,24605.69
Huawei,Mate 40,128,8,4,14403.65
Oppo,A15,128,12,4,10748.89
Samsung,Galaxy S10,128,12,0,20053.63
Xiaomi,Redmi Note 8,64,6,3,8068.02
Huawei,P40,256,6,4,24512.58
Oppo,Reno 5,128,4,0,13983.11
Apple,iPhone 10,128,4,4,19082.71
Huawei,P30,256,12,1,21651.31
OnePlus,Nord,256,12,4,26428.45
Xiaomi,Redmi Note 9,128,12,4,12566.88
Samsung,Galaxy S10,64,4,1,15266.91
Apple,iPhone 10,64,6,3,15664.26
Apple,iPhone 11,256,6,2,30617.78
Apple,iPhone 12,64,6,2,17839.67
Oppo,A15,64,4,3,7333.28
Oppo,A15,256,8,1,21476.09
Apple,iPhone 11,128,12,4,19550.21
OnePlus,8T,128,8,2,16476.96
Oppo,Find X3,256,12,4,21835.7
Oppo,Reno 5,256,8,1,24534.88
Apple,iPhone 12,64,12,3,18237.4
Xiaomi,Mi 11,64,4,2,12142.92
OnePlus,9 Pro,64,8,3,13354.78
Xiaomi,Mi 11,128,6,1,17189.63
Oppo,A15,128,12,5,9869.25
